legacy_file,legacy_url,classification,title,h1,template_family,database_dependency,proposed_wordpress_type,preserve_url,migration_priority,notes,related_product_ids,classification_confidence,evidence
star4-vehicle-restraint.php,https://puertasyserviciosindustriales.com/star4-vehicle-restraint.php,PRODUCT_PAGE,RETENEDOR DE VEHICULOS STAR4 | Kelley | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,25|145,STRONG_INFERENCE,page-source-evidence.json:star4-vehicle-restraint.php
tiras-plasticas-hawaianas.php,https://puertasyserviciosindustriales.com/tiras-plasticas-hawaianas.php,SEO_LANDING,PSI | Puertas y Servicios Industriales,,detalle-estatico,No detected in own source/direct includes; content hardcoded,EDITORIAL_CONTENT,YES,HIGH,"Contenido compuesto/de gama; finalidad SEO es inferencia editorial, no dato SQL",,STRONG_INFERENCE,page-source-evidence.json:tiras-plasticas-hawaianas.php
tiras-plasticas.php,https://puertasyserviciosindustriales.com/tiras-plasticas.php,CATEGORY_PAGE,Tiras plasticas | Industrial ,Industrial,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:tiras-plasticas.php
traffic.php,https://puertasyserviciosindustriales.com/traffic.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:traffic.php
upper-up8e-barreras-automaticas-de-hasta-8-m.php,https://puertasyserviciosindustriales.com/upper-up8e-barreras-automaticas-de-hasta-8-m.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:upper-up8e-barreras-automaticas-de-hasta-8-m.php
vertigo.php,https://puertasyserviciosindustriales.com/vertigo.php,PRODUCT_PAGE,VertigGO | GLG Porte Industriali | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,42|100,STRONG_INFERENCE,page-source-evidence.json:vertigo.php
wayne-dalton.php,https://puertasyserviciosindustriales.com/wayne-dalton.php,BRAND_PAGE,Wayne Dalton | Marcas ,Marcas,listado-marca,No detected in own source/direct includes; content hardcoded,BRAND_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:wayne-dalton.php
wel-aotmatizacion-de-puertas-peatonales-pequena-y-robusta.php,https://puertasyserviciosindustriales.com/wel-aotmatizacion-de-puertas-peatonales-pequena-y-robusta.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,DAB 105/205/305 Automatización de puertas,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:wel-aotmatizacion-de-puertas-peatonales-pequena-y-robusta.php
xel-5-selector-de-llave.php,https://puertasyserviciosindustriales.com/xel-5-selector-de-llave.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Productos Marca BFT,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:xel-5-selector-de-llave.php
PHPMailer/get_oauth_token.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/get_oauth_token.php
PHPMailer/language/phpmailer.lang-af.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-af.php
PHPMailer/language/phpmailer.lang-ar.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ar.php
PHPMailer/language/phpmailer.lang-as.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-as.php
PHPMailer/language/phpmailer.lang-az.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-az.php
PHPMailer/language/phpmailer.lang-ba.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ba.php
PHPMailer/language/phpmailer.lang-be.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-be.php
PHPMailer/language/phpmailer.lang-bg.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-bg.php
PHPMailer/language/phpmailer.lang-bn.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-bn.php
PHPMailer/language/phpmailer.lang-ca.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ca.php
PHPMailer/language/phpmailer.lang-cs.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-cs.php
PHPMailer/language/phpmailer.lang-da.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-da.php
PHPMailer/language/phpmailer.lang-de.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-de.php
PHPMailer/language/phpmailer.lang-el.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-el.php
PHPMailer/language/phpmailer.lang-eo.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-eo.php
PHPMailer/language/phpmailer.lang-es.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-es.php
PHPMailer/language/phpmailer.lang-et.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-et.php
PHPMailer/language/phpmailer.lang-fa.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-fa.php
PHPMailer/language/phpmailer.lang-fi.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-fi.php
PHPMailer/language/phpmailer.lang-fo.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-fo.php
PHPMailer/language/phpmailer.lang-fr.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-fr.php
PHPMailer/language/phpmailer.lang-gl.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-gl.php
PHPMailer/language/phpmailer.lang-he.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-he.php
PHPMailer/language/phpmailer.lang-hi.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-hi.php
PHPMailer/language/phpmailer.lang-hr.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-hr.php
PHPMailer/language/phpmailer.lang-hu.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-hu.php
PHPMailer/language/phpmailer.lang-hy.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-hy.php
PHPMailer/language/phpmailer.lang-id.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-id.php
PHPMailer/language/phpmailer.lang-it.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-it.php
PHPMailer/language/phpmailer.lang-ja.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ja.php
PHPMailer/language/phpmailer.lang-ka.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ka.php
PHPMailer/language/phpmailer.lang-ko.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ko.php
PHPMailer/language/phpmailer.lang-lt.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-lt.php
PHPMailer/language/phpmailer.lang-lv.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-lv.php
PHPMailer/language/phpmailer.lang-mg.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-mg.php
PHPMailer/language/phpmailer.lang-mn.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-mn.php
PHPMailer/language/phpmailer.lang-ms.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ms.php
PHPMailer/language/phpmailer.lang-nb.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-nb.php
PHPMailer/language/phpmailer.lang-nl.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-nl.php
PHPMailer/language/phpmailer.lang-pl.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-pl.php
PHPMailer/language/phpmailer.lang-pt.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-pt.php
PHPMailer/language/phpmailer.lang-pt_br.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-pt_br.php
PHPMailer/language/phpmailer.lang-ro.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ro.php
PHPMailer/language/phpmailer.lang-ru.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-ru.php
PHPMailer/language/phpmailer.lang-si.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-si.php
PHPMailer/language/phpmailer.lang-sk.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-sk.php
PHPMailer/language/phpmailer.lang-sl.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-sl.php
PHPMailer/language/phpmailer.lang-sr.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-sr.php
PHPMailer/language/phpmailer.lang-sr_latn.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-sr_latn.php
PHPMailer/language/phpmailer.lang-sv.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:PHPMailer/language/phpmailer.lang-sv.php
